Brand,Competitive,Related
Olive Garden,[],[]
Pioneer,[],[]
Gymboree,[],['Barneys New York']
Pediatrics,[],[]
NAYA Express,[],[]
The Garden,[],[]
Arby's,[],"['Johnny Rockets', 'BurgerFi', 'The Counter']"
Planet Wings,[],[]
Martha's Country Bakery,[],[]
QQ Nails & Spa,[],[]
Devocion,[],[]
Manhattan Community Board 10,[],[]
Sophie's Cuban Cuisine,[],[]
Conoco,[],[]
FedEx,[],[]
Snipes,[],[]
Così,[],"['Johnny Rockets', 'BurgerFi', 'The Counter']"
The Smith,[],[]
W Hotels,[],['Econo Lodge']
Fly E-Bike,[],[]
Black Seed Bagels,[],[]
Health Mart,[],[]
P.C. Richard & Son,[],[]
Nike,[],['Barneys New York']
Patsy's Pizzeria,[],[]
Chanel,[],['Rolex']
Dainobu,[],[]
Eileen Fisher,[],"['Columbia University', 'New York Public Library', 'New York & Company', 'M&T Bank', 'Walgreens', 'Saks Fifth Avenue', ""Cohen's Fashion Optical"", 'Queensborough Community College', 'Bulgari', ""Macy's"", 'Barnes & Noble', ""TGI Friday's"", 'Aeropostale', 'J.Crew', 'New York City Department of Education', 'Brooks Brothers', ""Nathan's"", ""Levi's"", 'Sbarro', 'Steve Madden', 'Tiffany & Company', ""D'Agostino"", 'Key Food', 'New York City Fire Department', 'Central Park Carousel', 'Hess', 'Coach', 'Foot Locker', 'NYPD Harbor Unit']"
Express Deli,[],[]
KeyMe,[],[]
Calexico,[],[]
PetSmart,[],[]
Allegiance,[],[]
Food Universe,[],[]
Sarabeth's,[],[]
Le Caffe Coffee,[],[]
La Pecora Bianca,[],[]
Coach,[],[]
SpringHill Suites,[],['Econo Lodge']
Dollar General,[],[]
Jamaican Flavors,[],[]
Natural Blend,[],[]
Cafe Plus,[],[]
Le Labo,[],[]
African Hair Braiding,[],[]
Seamore's,[],[]
Physical Therapy Associates,[],[]
Hyatt Centric,[],[]
Variazioni,[],[]
Little Cupcake Bakeshop,[],[]
Pollos Mario,[],[]
East Village Wine & Liquors,[],[]
Volkswagen,[],"['Lexus', 'Nissan', 'Audi', 'Toyota', 'Honda', 'BMW', 'Chevrolet', 'Hyundai', 'Subaru', 'Mercedes-Benz', 'Mazda', 'Hugo Boss']"
Nerd Be Cool,[],[]
CoCo,[],['Gong Cha']
Lucky Star,[],[]
The Avenue,[],[]
Gracefully,[],[]
Shorty's,[],[]
Ki Sushi,[],[]
Caracas Arepa Bar,[],[]
Godiva Chocolatier,[],"['Lindt', 'Barneys New York']"
Supercuts,[],[]
Spokesman Cycles,[],[]
Patagonia,[],"[""Arc'teryx""]"
Coffeed,[],[]
Sam Ash,[],[]
Sticky's,[],[]
Rosa's Pizza,[],[]
Healthy Pharmacy,[],[]
Bread & Butter,[],[]
Empire Szechuan,[],[]
Met Foodmarkets,[],[]
Hot Bagels,[],[]
NYC Barber Shop Museum,[],[]
Barry's,[],[]
Carver Federal Savings Bank,[],[]
Spear Physical Therapy,[],[]
Food Dynasty,[],[]
Book Culture,[],[]
Numero 28,[],[]
Village Copier,[],[]
Forever Young,[],[]
V.I.M.,[],[]
Au Jus,[],[]
Renaissance,[],['Econo Lodge']
Mathnasium,[],[]
Ivy League Stationers,[],[]
XIOS,[],[]
Sweet Chick,[],[]
The Halal Guys,[],"['Chick-fil-A', 'Jollibee', ""Nathan's"", 'BurgerFi', 'New York City Department of Parks and Recreation', ""Xi'an Famous Foods"", 'Boston Market', 'Buffalo Wild Wings', 'Hooters', 'Pollo Campero', 'Popeyes', 'Wingstop', 'KFC', 'Le Bernardin', 'Johnny Rockets', 'The Counter']"
99 Cent Paradise,[],[]
Petland Discounts,[],[]
The Mark,[],[]
Norma,[],[]
Bill's Bar & Burger,[],[]
Lucille Roberts,[],[]
La Villa,[],[]
Jimmy's Cleaners,[],[]
Prada,[],['Rolex']
New York Cardiac Diagnostic Center,[],[]
Mars Deli,[],[]
F45 Training,[],[]
Delta Sky Club,[],[]
Dante Park,[],"['Greenacre Park', 'New York City Fire Department', 'New York Public Library', 'Central Park Carousel', 'New York City Department of Parks and Recreation', 'Riverside Park (Manhattan)', 'Dante Park', 'Alice Austen House', 'Chelsea Piers', 'NYPD Harbor Unit', 'Washington Street Plaza', 'National Park Service', 'New York City Department of Education']"
PM Pediatrics,[],[]
Sleep Number,[],[]
Lincoln Market,[],[]
National,[],[]
Century Medical & Dental Center,[],[]
Dr. Susan Bard,[],[]
Mad For Chicken,[],[]
Sabor A Mexico,[],[]
Century Pharmacy,[],[]
Sauce Pizzeria,[],[]
Pollo Campero,[],"['Chick-fil-A', 'Jollibee', 'Boston Market', 'The Halal Guys', 'Buffalo Wild Wings', 'Popeyes', 'Wingstop', 'KFC', 'Hooters']"
Cinnabon,[],"['Starbucks Reserve', 'Johnny Rockets', 'BurgerFi', 'The Counter']"
Avanti's Pizzeria,[],[]
Saffron,[],[]
Penn Station Eagle,[],[]
New York Health & Racquet Club,[],[]
Memorial Field Park,[],[]
Paper Source,[],[]
Ivy Day School,[],[]
Good Old Lower East Side,[],[]
PROOF Coffee Roasters,[],[]
The Little Gym,[],[]
Acne Studios,[],[]
Aritzia,[],[]
Jersey Mike's,[],"['BurgerFi', 'Charleys Philly Steaks', 'Johnny Rockets', 'Subway', 'The Counter']"
China Wok,[],[]
Flat Fix,[],[]
Body Work,[],[]
PL$,[],[]
Lassen & Hennigs,[],[]
ProHEALTH Care,[],[]
Fields Good Chicken,[],[]
Bright Start,[],[]
InMotion,[],[]
International Shoppes Duty Free,[],[]
Benefit,[],[]
A.P.C.,[],[]
Yaya Tea,[],[]
Fushimi,[],[]
Mango Mango,[],[]
Christmas in New York,[],[]
HomeGoods,[],[]
Merit Cleaners,[],[]
Threading Station,[],[]
Todd Snyder,[],[]
Chip City,[],[]
Hyatt Place,[],"['Econo Lodge', 'Millennium']"
Mary McDowell Friends Middle School,[],[]
Brooklyn Heights Montessori Middle School,[],[]
Honda,[],"['Burlington', 'Harley-Davidson', 'Sony', 'BMW']"
"United States Post Office (Long Island City, Queens)",[],[]
Northridge Co-op Section 1,[],[]
Harlem River North Lot,[],[]
153rd Street North Lot,[],[]
Penn South Playground,[],[]
Crowne Plaza,[],['Econo Lodge']
EVEN Hotels,[],['Econo Lodge']
Freeman Plaza North,[],[]
Nordstrom,[],[]
Sleep Inn,[],[]
Lot #15N,[],[]
Village View Parking Area 1,[],[]
Lot #17,[],[]
Lot #1,[],[]
Play Fountain,[],[]
Temperance Fountain,[],[]
Children's Garden,[],[]
Domestic Animals,[],[]
Lot #14,[],[]
Railroad Park,[],[]
Veterans Health Administration,[],[]
Crescent Beach Park,[],[]
Saint Vartan Park,[],[]
Atlantis,[],[]
Storage Post,[],[]
Complete Auto Repair,[],[]
Metrokids Preschool,[],[]
7th Street Burger,[],[]
Emporium,[],[]
Williamsburg Pizza,[],[]
Metro Deli,[],[]
Lukoil,[],"['Shell', 'Mercedes-Benz']"
Success Academy,[],[]
Independent,[],[]
DaVita Dialysis,[],[]
Little island,[],[]
Columbus Square,[],[]
Washington Street Plaza,[],['Greenacre Park']
Richmond County Country Club,[],[]
Tottenville Shore Park,[],[]
Harvard Playground,[],[]
Schaefer Esplanade,[],[]
Canarsie Pier,[],[]
Century Playground,[],[]
DECIEM,[],[]
Herb Garden,[],[]
Flavors,[],[]
Eataly,[],[]
Roma Pizza,[],[]
King of Falafel & Shawarma,[],[]
Rosemary's,[],[]
Urbanspace Vanderbilt,[],[]
Pearle Vision,[],[]
Wolfgang's Steakhouse,[],[]
Besfren Beauty,[],[]
Le Botaniste,[],[]
Hanco's,[],[]
Bonpoint,[],[]
Black Tap,[],[]
Cafe Bravo,[],[]
Rooftop Bar,[],[]
Superdry,[],['Rolex']
Lindt,[],['Godiva Chocolatier']
Naya,[],[]
Momoya,[],[]
La Nacional,[],[]
Free People,[],[]
Clinton Hall,[],[]
Totto Ramen,[],[]
McNally Jackson,[],[]
Colonel Charles Young Playground,[],[]
MAC Cosmetics,[],[]
Taqueria Diana,[],[]
Bagels on the Ave,[],[]
Hugo Boss,[],"['Audi', 'Chase', 'BMW', 'Volkswagen', 'Mercedes-Benz', 'Rolex']"
Citarella,[],[]
Hess,[],[]
Food Bazaar Supermarket,[],[]
Bubbles & Suds Laundromat,[],[]
Oren's Daily Roast,[],[]
Bloomingdale's,[],['Barneys New York']
Athleta,[],[]
Bella Napoli,[],[]
New York City Police Department - 115th Precinct,[],[]
City Acres Market,[],[]
Patrizia's,[],[]
Mama's Empanadas,[],[]
Ortiz Funeral Home,[],[]
Naruto Ramen,[],[]
Moscot,[],[]
UNFCU,[],[]
Nails & Spa,[],[]
Journeys,[],[]
Num Pang,[],[]
Seven Grams Caffe,[],[]
Los Tacos No. 1,[],[]
Community Board Five,[],[]
Rock Garden,[],[]
Tacos Mexico,[],[]
UFC Gym,[],[]
Vitelio's Marketplace,[],[]
NewYork-Presbyterian Brooklyn Methodist Hospital,[],[]
Feel Beauty Supply,[],[]
Maxin Bakery,[],[]
Lucky Garden,[],[]
RIU,[],['Econo Lodge']
Black Iron Burger,[],[]
Threes Brewing,[],[]
Super 8,[],['Econo Lodge']
Four Seasons,[],['Econo Lodge']
Coffee Project New York,[],[]
Everyman Espresso,[],[]
Mandee,[],[]
Rent-A-Center,[],[]
BluePearl,[],[]
L Train Vintage,[],[]
99 cents,[],[]
Irving Farm Coffee Roasters,[],[]
Blink,[],[]
Artist & Craftsman Supply Bushwick,[],[]
NewYork-Presbyterian Medical Group Brooklyn,[],[]
El Patio,[],[]
Telco Stores,[],[]
Martin A Gleason Funeral Home,[],[]
Mi Tierra,[],[]
Wasabi,[],['Wagamama']
Namaste,[],[]
Ferrari Driving School,[],[]
Great Wall Supermarket,[],[]
Susan Laundromat,[],[]
Astoria Dental Group,[],[]
Happy Garden,[],[]
Cafe PARIS,[],[]
"Lavanderia Express III, Inc.",[],[]
Lucky Laundromat,[],[]
Food Town,[],[]
DNA Footware,[],[]
Cleaners,[],[]
Golden Nails,[],[]
Carniceria,[],[]
Deli & Grocery,[],[]
Café Hestia,[],[]
Fellow Barber,[],[]
La Dolce Pastry Shoppe,[],[]
Sushi By Bou,[],[]
Capy,[],[]
Wholesome Farms Market,[],[]
Vin Sur Vingt,[],[]
Brothers Bagels,[],[]
Big Gay Ice Cream,[],[]
west elm,[],[]
Brooklyn Bagel & Coffee Company,[],[]
Bahnmigos,[],[]
Drybar,[],[]
Brooklyn Preschool of Science,[],[]
Blue Ribbon,[],[]
Sal's Barber Shop,[],[]
Golden Krust,[],[]
Hattie Carthan Playground,[],[]
Public School 41,[],[]
Saint Francis of Assisi School,[],[]
Arc'teryx,[],"['The North Face', 'Timberland', 'Vans', 'UGG', 'Adidas', 'Patagonia', 'Reebok', 'Canada Goose']"
Vinnie's Pizzeria,[],[]
Jollibee,[],"['Johnny Rockets', 'BurgerFi', 'The Counter']"
Rustik Tavern,[],[]
Champion,[],[]
China Delight,[],[]
Aden Deli & Grocery,[],[]
Yummy Taco,[],[]
Lucky U Cleaners,[],[]
Holy Cross School,[],[]
Crab du Jour,[],[]
Aji Sushi,[],[]
The Tiny Scientist,[],[]
iPizzaNY,[],[]
Craft + Carry,[],[]
Sterling Optical,[],[]
Levi's,[],"['Bulgari', 'Eileen Fisher', 'Rolex']"
Bagel Pub,[],[]
Tacos El Bronco,[],[]
Great Wall Restaurant,[],[]
Charming Nails,[],[]
Taverna Kyclades,[],[]
Beauty Supply,[],[]
Fresh Meadows Park,[],[]
Blue Java,[],[]
Istanbul Bay,[],[]
Saba Deli & Grocery,[],[]
Saint Elizabeths School,[],[]
Bodega,[],[]
Carmine's,[],[]
Louis Vuitton,[],['Rolex']
Tu Casa,[],[]
National Wholesale Liquidators,[],[]
Nanette Lepore,[],[]
Fresco Tortillas,[],[]
Medical Plaza,[],[]
Kate Spade New York,[],[]
Kohl's,[],['Barneys New York']
Hooters,[],"['Johnny Rockets', 'BurgerFi', 'The Counter']"
Belmont Playground,[],[]
Immaculate Conception Parochial School,[],[]
Denny's,[],"['BurgerFi', 'Perkins', 'Johnny Rockets', 'IHOP', 'The Counter']"
Möge Tee,[],[]
Red Bowl,[],[]
Tiffany & Company,[],[]
Saint Mary's Star of the Sea School,[],[]
Campania,[],[]
Pottery Barn,[],[]
Shaking Crab,[],[]
Animal Hospital,[],[]
Shop Fair,[],[]
Yeshiva Jesode Hatorah,[],[]
Northwell Health,[],['Mount Sinai Beth Israel']
Joe's Barbershop,[],[]
New York City Children's Center - Brooklyn Campus,[],[]
Bronx High School of Visual Art,[],[]
Pep,[],[]
Super Runners Shop,[],[]
Vanessa's Dumpling House,[],[]
Mexicue,[],[]
Jackson Hole,[],[]
Lidl,[],[]
Wing Hing,[],[]
Taste of China,[],[]
Kiku,[],[]
Diner,[],[]
Hale & Hearty Soups,[],[]
Dr. Martens,[],[]
La Vera Pizza,[],[]
Lowe's,[],['Barneys New York']
DII,[],[]
Grandview Playground,[],[]
Icon Parking,[],[]
Buy-Rite Pharmacy V,[],[]
Mount Sinai Doctors,[],[]
Greek Xpress,[],[]
L.A. Burrito,[],[]
Table 87 Coal Oven Pizza,[],[]
Bed-Stuy Fish Fry,[],[]
New Peking,[],[]
Malin + Goetz,[],[]
NYU Langone Health,[],[]
Salon 718,[],[]
Sunrise Mart,[],[]
Make My Cake,[],[]
Brooklyn Heights Promenade,[],[]
Sagar Chinese,[],[]
Cha Cha Matcha,[],[]
Friends of Crown Heights Educational Center,[],[]
Pathmark,[],[]
Bombay Grill,[],[]
Barcade,[],[]
Blossom Du Jour,[],[]
Stop and Shop,[],[]
Hemo's Spot,[],[]
Famous Original Ray's Pizza,[],[]
Thriftway Pharmacy,[],[]
Fendi,[],['Rolex']
Tend,[],[]
Andy's Deli,[],[]
The Meat Hook,[],[]
Shang Chai,[],[]
The Modern Chemist,[],[]
El Paso,[],[]
Good Taste 666,[],[]
Afghan Kebab House,[],[]
NYC Fresh Market,[],[]
Food World,[],[]
73 Laundromat llc,[],[]
Albert's Barber Shop,[],[]
Duo NYC,[],[]
Metro Community Laundromat Dry Cleaning,[],[]
Wonderful,[],[]
Wash & Dry Laundromat,[],[]
Check Cashing Inc.,[],[]
"Babu S. Bangaru, M.D.",[],[]
Bayridge Sushi,[],[]
TRAVELS with Michael,[],[]
Giocare Play School,[],[]
Fornino,[],[]
Stella’s Pizza,[],[]
Lilly's,[],[]
Manhattan Eye Works,[],[]
Ms. Ohho,[],[]
Cocoa Grinder,[],[]
Sons of Thunder,[],[]
Washington Commons,[],[]
Mom & Pop's Organic Market,[],[]
Mac Shack,[],[]
Do it Best,[],[]
Grand Street Cleaners,[],[]
Awoke Vintage,[],[]
Farah's Beauty Salon,[],[]
Yumei Sushi,[],[]
Juliana's Pizza,[],[]
Patel Brothers,[],[]
Peking Garden,[],[]
Pizza Mercato,[],[]
Flats Fixed,[],[]
Park Slope Kitchen Gallery,[],[]
Silver Crust,[],[]
Nha Trang Centre,[],[]
Perk Kafe,[],[]
New Wonjo,[],[]
Plus BKLYN,[],[]
Amazing City Superstore,[],[]
Beer Street South,[],[]
BaBa’s Deli & Beer,[],[]
Pregones Theater,[],[]
Kaigo Coffee Room,[],[]
Peet's Coffee,[],"['The Coffee Bean & Tea Leaf', 'Aroma Espresso Bar', 'Pret A Manger', 'Krispy Kreme', 'BurgerFi', ""Dunkin' Donuts"", 'Tim Hortons', 'Caffé Venice', 'La Colombe Coffee Roasters', ""McDonald's"", 'Starbucks Reserve', 'Johnny Rockets', 'Au Bon Pain', 'Blue Bottle Coffee', 'The Counter']"
Sonesta Hotels And Resorts,[],[]
CB2,[],[]
Black Forest Brooklyn,[],[]
The Little Brooklyn Pre-K Center,[],[]
Ocean Nail & Spa,[],[]
East Wind Snack Shop,[],[]
The First National Bank of Long Island,[],[]
Candy Shop 93,[],[]
Royal Seafood,[],[]
Frank's Bike Shop,[],[]
Levels Barbershop,[],[]
Veteran's Memorial Hall Playhouse,[],[]
Avocado Sushi,[],[]
The Mattress Firm,[],[]
Park Sports Physical Therapy,[],[]
Fine Care Pharmacy,[],[]
South Brooklyn Weightlifting Club,[],[]
"The Bike Shop, Inc.",[],[]
Made Man Barbershop,[],[]
SalonCentric,[],[]
Pildes Optical,[],[]
Maple Street School,[],[]
Starbucks Reserve,[],"['Aroma Espresso Bar', 'Public Storage', 'Nordstrom Rack', 'Best Buy', ""Peet's Coffee"", 'Costco', 'Krispy Kreme', ""Dunkin' Donuts"", ""Macy's"", 'Caffé Venice', 'Au Bon Pain', 'UPS', 'Pret A Manger', 'BurgerFi', 'Cinnabon', ""McDonald's"", 'Blue Bottle Coffee', 'Johnny Rockets', 'The Counter', 'The Coffee Bean & Tea Leaf', 'Bank of America', 'Tim Hortons', 'Barneys New York', 'Zumiez', 'La Colombe Coffee Roasters']"
Hao Noodle,[],[]
Merci Market,[],[]
Pay-O-Matic,[],[]
CFSC,[],[]
Angelika Film Center,[],[]
Face Values,[],[]
Splish Slash Laundromat,[],[]
Sonali Exchange Co. Inc.,[],[]
5ive Spice,[],[]
Picnic,[],[]
New York Rescue Company 2,[],[]
Zazzy's Pizza,[],[]
Fuel,[],[]
The Cutting Room,[],[]
Awash,[],[]
Uni K Wax,[],[]
Premier Pediatrics,[],[]
Basics Plus,[],[]
New York Engine Company 245;New York Ladder Company 161,[],[]
Astor Place Opera House,[],[]
Camden Food Co.,[],[]
The Guardians: Superhero,[],[]
John's Deli,[],[]
King David Tacos,[],[]
Angelina's Kitchen,[],[]
Dumbo Market,[],[]
Camper,[],[]
Hanna Nails,[],[]
The Chocolate Suite,[],[]
Sunbelievable,[],[]
Sweety Nail & Spa,[],[]
National Dental,[],[]
Bloomingdale Playground,[],[]
The Shade Store,[],[]
O'Hanlon's Bar,[],[]
Lenox Hill Radiology,[],[]
Unisex Salon Nouvelle,[],[]
Brooklyn Health Medical Alliance Urgent Care,[],[]
Blue Agave,[],[]
Eltingville Nail & Spa,[],[]
St. Francis Animal Hospital,[],[]
Country Donuts,[],[]
Cherry Tree Park,[],[]
The Standard,[],[]
Dr. Nabeel Chaudhary,[],[]
Riki Japanese Restaurants,[],[]
Sutton Place Park,[],[]
Red Poke,[],[]
Bari Home Care,[],[]
Bubble Laundromat,[],[]
Beauty Salon & Spa,[],[]
Drug Shoppe Pharmacy,[],[]
Porto Rico Importing Company,[],[]
Pure Green,[],[]
Cobble Hill Ballet,[],[]
Ellie Herman Studios Pilates,[],[]
Ladybug Daycare & Preschool,[],[]
Tip Top Discount,[],[]
Downtown Cleaners,[],[]
BSW Beauty Premium,[],[]
Mad Rag,[],[]
Easy Pickins,[],[]
St. John's University,[],[]
Park Slope Performing Arts,[],[]
Visionary Optics,[],[]
Jacob Restaurant,[],[]
Arthur Kill Correctional Facility,[],[]
Famous Ben's Pizza,[],[]
Phở 86,[],[]
Eli's Essentials,[],[]
Marcus Garvey Nursing Home,[],[]
hotel mela,[],[]
Penguin Ice Cream,[],[]
Tribeca Apothecary,[],[]
Church Street Boxing,[],[]
Fortune Meat Market,[],[]
Abhaya Yoga,[],[]
Brother’s Pizza,[],[]
NYPD 68th Precinct,[],[]
Queens Community Justice Center,[],[]
Strong Place Day Care,[],[]
Hardee,[],[]
Black Press Coffee,[],[]
Classic Men Barber Shop,[],[]
Gifts,[],[]
jacks.,[],[]
Ess-a-Bagel,[],[]
Mercado Little Spain,[],[]
Headliners Barber Shop,[],[]
Brain Food,[],[]
Dramatics NYC,[],[]
Guy & Gallard,[],[]
Peperino,[],[]
Ralph's Coffee,[],[]
Bonobos,[],[]
Fortyseventh Precinct Police Station,[],[]
Burberry,[],['Rolex']
Estela,[],[]
Fortyeighth Precinct Police Station,[],[]
Fortyfourth Precinct Police Station,[],[]
New York City Police Headquarters,[],[]
Keki Modern Cakes,[],[]
Eyes On Island,[],[]
Imani II Community Garden,[],[]
Smith Nails,[],[]
Prestige Auto Body,[],[]
Gas Trac,[],[]
H&H Midtown Bagels East,[],[]
Argo Tea,[],[]
Clean City Laundry Center,[],[]
Sugarcane Daddy,[],[]
Charles Schwab,[],"['First Republic Bank', 'Popular', 'Bank of America', 'M&T Bank', 'Citizens Bank', 'WebsterBank', 'Wells Fargo', 'Santander', 'Cathay Bank', 'East West Bank', 'PNC Bank', 'City National Bank']"
Bakeri,[],[]
Ridgewood Beauty Supply,[],[]
Necessary Clothing,[],[]
Central Cafe,[],[]
Coffee Rx,[],[]
Polish & Slavic Federal Credit Union Headquarters,[],[]
Social Cues,[],[]
East Side Glatt,[],[]
Reedchy,[],[]
Yankees,[],[]
Cinnamon Girl,[],[]
Shipwrecked,[],[]
East River Bar,[],[]
My.Suit,[],[]
Flynn & O'Harra Uniforms,[],[]
AT&T Authorized Retailer,[],[]
Columbia Deli,[],[]
Debutea,[],[]
Clarks,[],[]
Happy Socks,[],[]
La Perla,[],[]
Seraphine,[],[]
South Meadow Stage,[],[]
Little Man Parking,[],[]
Continental,[],[]
PC Richards & Sons,[],[]
VINCE.,[],[]
Marine Layer,[],[]
Park Slope Eye Optical Boutique,[],[]
Chelsea Market,[],[]
Mezcal's,[],[]
El Nuevo Sabor Latino,[],[]
The Container Store,[],[]
Clever Barber,[],[]
Little Skips East,[],[]
The Breslin,[],[]
Broadway Bakery,[],[]
Four Seasons Cleaners,[],[]
Lenny's,[],[]
Bergen Bagel,[],[]
Clarion,[],[]
Elite Barber Shop,[],[]
La Belle Boutique,[],[]
Bobo Pharmacy Inc.,[],[]
A&C Mini Market,[],[]
Suit Supply,[],[]
Ace Hotel,[],['Econo Lodge']
Bitesize Pediatric Dentistry,[],[]
E.A.K Ramen,[],[]
House of Kava,[],[]
Akami Sushi,[],[]
Ridgewood City Pharmacy,[],[]
Fabco,[],[]
Areppas,[],[]
Emma's Torch Cafe,[],[]
Integral Yoga Institute NYC,[],[]
Surya,[],[]
The Malt House,[],[]
Synergy Fitness Clubs,[],[]
City Barber Shop,[],[]
Park Slope Vetrinary Center,[],[]
Dental 365,[],[]
After Hours Project,[],[]
Joe Coffee,[],[]
Benny's Barber Shop,[],[]
Original Sal's Pizza,[],[]
Furniture,[],[]
Cibao,[],[]
Harlem Vintage,[],[]
Lin's Garden,[],[]
The Paint Place,[],[]
One Girl Cookies,[],[]
Aroma Indian,[],[]
Hippodrome Parking,[],[]
"Pheonix Physical Therapy Rehabilitation, PLLC",[],[]
Dolce Aesthetics NY,[],[]
Crown Fried Chicken & Pizza,[],[]
Fertile Cresent,[],[]
Concord Cleaners,[],[]
Kimberly Klark Gallery,[],[]
Hill Country Chicken,[],[]
Peppino's,[],[]
Los Limones Deli,[],[]
El Salvadorin,[],[]
Banco Popular,[],[]
Sony,[],"['Nissan', 'Toyota', 'Honda', 'Kumon', 'Uniqlo', 'Subaru', 'AMC', 'Mazda', 'Muji']"
Q Spa Nails,[],[]
Tony's,[],[]
Torrid,[],[]
LN Beauty Nails Inc,[],[]
MetroPCS Authorized Dealer,[],[]
Havana Cafe,[],[]
P.S. 305,[],[]
Flea,[],[]
Market Diner,[],[]
C Town,[],[]
Sabrosura Latina,[],[]
Empire,[],[]
I Sushi,[],[]
Le Point Value Thrift,[],[]
A&A Imported Motors Inc.,[],[]
iLoveKickboxing,[],[]
Grand Canyon Bistro,[],[]
Heatwise,[],[]
Dancing Crane Cafe,[],[]
Penguin Coding School,[],[]
Family & Cosmetic Dentistry,[],[]
Sterling Place,[],[]
Dear Mama Coffee,[],[]
No. 1 Kitchen,[],[]
Brooklyn Brazilian Jiu-Jitsu,[],[]
Progressive Pediatrics,[],[]
Grace Cleaners,[],[]
Bagels & Schmear,[],[]
Javelina,[],[]
Meg,[],[]
Neighborhood Deli,[],[]
Piccoli Trattoria,[],[]
Standings,[],[]
Mount Sinai Urgent Care Center,[],[]
Rumble,[],[]
Prestige Barber Shop & Unisex,[],[]
260 Sample Sale,[],[]
Persons of Interest,[],[]
Ahimsa,[],[]
NYCPet,[],[]
Chopstick House,[],[]
Dior,[],['Rolex']
Jacadi,[],[]
Brooklyn Dermatology,[],[]
Infinity Shoes,[],[]
Taj Mahal,[],[]
BluWire,[],[]
Corehealth Medical Care,[],[]
Aveda,[],[]
Pizza Plus,[],[]
Gentlemen's Quarters,[],[]
Hard Rock Cafe,[],"['Econo Lodge', 'Times Square Ball']"
Carbone,[],[]
Optical Solutions,[],[]
Nish Nush,[],[]
Danny Deli,[],[]
Sunrise Medical Center,[],[]
Nachos Bike Shop,[],[]
Kinderhaus,[],[]
Smile To Go,[],[]
COS,[],[]
Toasties,[],[]
Limani,[],[]
Artopolis,[],[]
Athena,[],[]
Zales,[],['Barneys New York']
SunShine Best Bodywork,[],[]
Kiku Sushi,[],[]
Hootenanny Art Annex,[],[]
Brother Jimmy's BBQ,[],[]
Giovanni,[],[]
Johnathan Adler,[],[]
EuroPan Cafe Express,[],[]
PT of the City,[],[]
The Coffee Pot,[],[]
Mi Casa Cantina,[],[]
Consignment Brooklyn,[],[]
Mitchell's,[],[]
Cheung Hing,[],[]
China House,[],[]
Crockett & Jones,[],[]
ID Menswear,[],[]
Usuluteco #2,[],[]
MoMa Design Store,[],[]
Hotel 99,[],[]
Something Else On Fifth,[],[]
Auto Care Center,[],[]
New Way Deli,[],[]
Ajisai,[],[]
Glenridge Medical Associates,[],[]
Discount Liquor,[],[]
Osaka,[],[]
Marymount Manhattan College,[],[]
Sushi Yu,[],[]
Gotham Archery,[],[]
Sea Lions,[],[]
Mariner's Harbor Playground,[],[]
Red Panda,[],[]
Premium Supermarket,[],[]
Super Laundry,[],[]
Burger It Up,[],[]
T-Swirl Crepe,[],[]
United TaeKwon Do Center,[],[]
Mughlai,[],[]
Metro Mart,[],[]
Hummus Place,[],[]
Alma Bank,[],[]
Brooklyn Cleaners & Tailors,[],[]
Animal Clinic of Queens,[],[]
Galaxy Comics,[],[]
AJ Podiatry,[],[]
Park Slope Podiatry,[],[]
Signature Bank,[],[]
One Way Deli,[],[]
Double Dragon,[],[]
Yorkshire Wines & Spirits,[],[]
Washington Heights USPS Station,[],[]
The Hand,[],[]
The Press Shop,[],[]
Tai Thai,[],[]
The Hop Shop,[],[]
Conrad,[],['Econo Lodge']
Vineyard Vines,[],[]
Pipo's,[],[]
David's Check Cashing,[],[]
Astoria Flower Mart,[],[]
Golden Deli,[],[]
Norm's Pizza,[],[]
Vibes,[],[]
Major World,[],[]
Oda House,[],[]
The Roof,[],[]
Morningside Playground,[],[]
Manhattanville Coffee,[],[]
Jupioca,[],[]
Gateway City Academy,[],[]
NYPD Harbor Unit,[],['Mount Sinai Beth Israel']
Blue Heron Pond Park,[],[]
Our Lady of Perpetual Help Catholic Academy,[],[]
Finest Automotive & Recovery,[],[]
Most Precious Blood School,[],[]
Rego Park Center,[],[]
Spring Street Park,[],[]
Bushwick Inlet Park,[],[]
Clearview Park,[],[]
Dubos Point Wildlife Sanctuary,[],[]
Blake Hobbs Playground,[],[]
Doody's Home Center,[],[]
Paerdegat Basin Park,[],[]
Onehundredfourtyeighth Street Block Association Park,[],[]
Eastern Fruits and Vegetables,[],[]
Gouverneur Morris Houses,[],[]
Roosevelt Savings Bank,[],[]
Roosevelt Island Handball Court,[],[]
Community Playground,[],[]
Homewood Suites,[],['Econo Lodge']
Greencroft Playground,[],[]
Lincoln Terrace Park / Arthur S. Somers Playground,[],[]
Roy Wilkins Southern Queens Park,[],[]
Riverdale Country School,[],[]
Udall's Cove Park,[],[]
Firestone,[],['Goodyear']
Safe Guard Self Storage,[],[]
Champs Sports,[],[]
Holy Trinity Lutheran Church,[],[]
The Ritz-Carlton,[],['Econo Lodge']
P.S. 213,[],[]
Mentone Playground,[],[]
DiMattina Playground Dog Run,[],[]
Saint Ritas School,[],[]
Saints Simon and Jude School,[],[]
Staten Island Academy,[],[]
The Spotted Dog,[],[]
