Region,Nearby,Similar
Randall's Island_2045,"['Upper East Side-Yorkville_139', 'East Harlem (South)_154', 'East Harlem (North)_176', 'East Harlem (North)_178', 'East Harlem (North)_180', 'East Harlem (North)_219', 'Mott Haven-Port Morris_246', 'Mott Haven-Port Morris_247', 'Mott Haven-Port Morris_253', 'Mott Haven-Port Morris_254', 'Mott Haven-Port Morris_330', 'Old Astoria-Hallets Point_1441', 'Astoria (North)-Ditmars-Steinway_1445', 'Astoria Park_1447', 'Astoria (North)-Ditmars-Steinway_1449', 'Astoria (North)-Ditmars-Steinway_1452', 'Astoria (North)-Ditmars-Steinway_1454', 'East Harlem (North)_2042', 'Astoria (North)-Ditmars-Steinway_2287']",[]
Financial District-Battery Park City_2046,"['Financial District-Battery Park City_4', 'Tribeca-Civic Center_8', 'Financial District-Battery Park City_2021', 'Financial District-Battery Park City_2029', 'Financial District-Battery Park City_2030', 'Financial District-Battery Park City_2041', 'The Battery-Governors Island-Ellis Island-Liberty Island_2050']",[]
Gravesend (West)_2047,"['Bath Beach_769', 'Bath Beach_774', 'Bensonhurst_776', 'Bensonhurst_778', 'Gravesend (West)_782', 'Gravesend (West)_786', 'Gravesend (West)_788', 'Bath Beach_2044', 'Gravesend (West)_2227', 'Gravesend (South)_2244']",[]
The Battery-Governors Island-Ellis Island-Liberty Island_2048,"['Brooklyn Heights_554', 'Brooklyn Heights_555', 'Brooklyn Heights_556', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_576', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_578', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_579', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_581', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_586', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_587', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_594', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_597', 'Carroll Gardens-Cobble Hill-Gowanus-Red Hook_2010', 'Financial District-Battery Park City_2021']",[]
Hunts Point_2049,"['Longwood_290', 'Longwood_292', 'Longwood_294', 'Hunts Point_301', 'Hunts Point_302', 'Longwood_304', 'Longwood_306', 'Longwood_308', 'Longwood_1999', 'Longwood_2000', 'Hunts Point_2053', 'Hunts Point_2125', 'Hunts Point_2172', 'Crotona Park East_2224']",[]
The Battery-Governors Island-Ellis Island-Liberty Island_2050,"['Financial District-Battery Park City_4', 'Financial District-Battery Park City_2021', 'Financial District-Battery Park City_2029', 'Financial District-Battery Park City_2046']",[]
Queensbridge-Ravenswood-Dutch Kills_2051,"['Upper East Side-Lenox Hill-Roosevelt Island_216', 'Upper East Side-Lenox Hill-Roosevelt Island_217', 'Upper East Side-Lenox Hill-Roosevelt Island_243', 'Long Island City-Hunters Point_1399', 'Queensbridge-Ravenswood-Dutch Kills_1403', 'Queensbridge-Ravenswood-Dutch Kills_1409', 'Queensbridge-Ravenswood-Dutch Kills_1413', 'Queensbridge-Ravenswood-Dutch Kills_1417', 'Queensbridge-Ravenswood-Dutch Kills_1418', 'Queensbridge-Ravenswood-Dutch Kills_1420', 'Old Astoria-Hallets Point_1435', 'Old Astoria-Hallets Point_1436', 'Old Astoria-Hallets Point_1437', 'Old Astoria-Hallets Point_1438', 'Queensbridge-Ravenswood-Dutch Kills_1439', 'Old Astoria-Hallets Point_1441', 'Old Astoria-Hallets Point_2052', 'Long Island City-Hunters Point_2302']",['Canarsie_1181']
Old Astoria-Hallets Point_2052,"['Upper East Side-Yorkville_139', 'Upper East Side-Lenox Hill-Roosevelt Island_216', 'Queensbridge-Ravenswood-Dutch Kills_1418', 'Old Astoria-Hallets Point_1435', 'Old Astoria-Hallets Point_1436', 'Old Astoria-Hallets Point_1437', 'Old Astoria-Hallets Point_1438', 'Old Astoria-Hallets Point_1441', 'Astoria Park_1447', 'Queensbridge-Ravenswood-Dutch Kills_2051', 'Upper East Side-Yorkville_2119']",[]
Hunts Point_2053,"['Soundview Park_252', 'Soundview-Bruckner-Bronx River_266', 'Soundview-Bruckner-Bronx River_267', 'Longwood_294', 'Hunts Point_301', 'Hunts Point_302', 'Longwood_304', 'Crotona Park East_305', 'Longwood_306', 'Longwood_308', 'Longwood_1999', 'Longwood_2000', 'Hunts Point_2049', 'Hunts Point_2125', 'Hunts Point_2172', 'Soundview-Bruckner-Bronx River_2212', 'Soundview-Bruckner-Bronx River_2213', 'Crotona Park East_2224']",[]
Astoria (North)-Ditmars-Steinway_2054,"['Jackson Heights_332', 'Astoria (North)-Ditmars-Steinway_1465', 'Astoria (North)-Ditmars-Steinway_1467', 'Astoria (North)-Ditmars-Steinway_1476', 'Astoria (East)-Woodside (North)_1483', 'Astoria (East)-Woodside (North)_1531', 'Jackson Heights_1598', 'East Elmhurst_1601', 'LaGuardia Airport_2126', 'East Elmhurst_2127', 'Astoria (East)-Woodside (North)_2175', 'Astoria (North)-Ditmars-Steinway_2177', ""St. Michael's Cemetery_2178"", 'Astoria (North)-Ditmars-Steinway_2287', 'Astoria (North)-Ditmars-Steinway_2288']",['Astoria (North)-Ditmars-Steinway_1449']
John F. Kennedy International Airport_2055,"['Springfield Gardens (North)-Rochdale Village_1368', 'Ozone Park_1440', 'Baisley Park_1842', 'Baisley Park_1844', 'South Ozone Park_1851', 'South Ozone Park_1852', 'South Ozone Park_1854', 'South Ozone Park_1857', 'South Ozone Park_1858', 'South Ozone Park_1864', 'Howard Beach-Lindenwood_1868', 'Jamaica Bay (East)_1921', 'Rosedale_2162', 'Springfield Gardens (South)-Brookville_2163', 'Springfield Gardens (South)-Brookville_2167', 'Springfield Gardens (South)-Brookville_2168']",[]
Rockaway Beach-Arverne-Edgemere_2056,"['Breezy Point-Belle Harbor-Rockaway Park-Broad Channel_1886', 'Rockaway Beach-Arverne-Edgemere_1887', 'Jamaica Bay (East)_1921', 'Rockaway Beach-Arverne-Edgemere_2057']",['Westerleigh-Castleton Corners_1334']
Rockaway Beach-Arverne-Edgemere_2057,"['Rockaway Beach-Arverne-Edgemere_1887', 'Rockaway Beach-Arverne-Edgemere_1890', 'Jamaica Bay (East)_1921', 'Rockaway Beach-Arverne-Edgemere_2056']",[]
Bayside_2058,"['Bayside_1923', 'Bayside_1924', 'Bayside_1970', 'Alley Pond Park_1971', 'Bayside_1977', 'Bayside_1978', 'Bayside_1983', 'Bayside_1984', 'Douglaston-Little Neck_1985', 'Douglaston-Little Neck_1986', 'Douglaston-Little Neck_2059', 'Bayside_2146', 'Bayside_2147']","['East Harlem (North)_178', 'East Harlem (North)_190', 'Soundview-Clason Point_245', 'Mott Haven-Port Morris_251', 'Mott Haven-Port Morris_262', 'University Heights (South)-Morris Heights_268', 'Morrisania_316', 'Throgs Neck-Schuylerville_320', 'Throgs Neck-Schuylerville_325', 'Concourse-Concourse Village_351', 'University Heights (South)-Morris Heights_372', 'Mount Eden-Claremont (West)_377', 'Pelham Parkway-Van Nest_381', 'University Heights (South)-Morris Heights_401', 'Kingsbridge Heights-Van Cortlandt Village_426', 'Co-op City_436', 'Allerton_447', 'Tremont_469', 'Williamsbridge-Olinville_477', 'Bedford Park_501', 'Bedford Park_509', 'Bedford Park_511', 'Washington Heights (North)_515', 'Sunset Park (Central)_626', 'Dyker Heights_668', 'Dyker Heights_703', 'Borough Park_729', 'Bensonhurst_757', 'Bath Beach_767', 'Bedford-Stuyvesant (East)_779', 'Bedford-Stuyvesant (East)_780', 'Gravesend (South)_791', 'Gravesend (West)_879', 'Gravesend (West)_893', 'Mapleton-Midwood (West)_921', 'Borough Park_927', 'South Williamsburg_976', 'Madison_999', 'Gravesend (East)-Homecrest_1019', 'Marine Park-Mill Basin-Bergen Beach_1037', 'Marine Park-Mill Basin-Bergen Beach_1042', 'Midwood_1086', 'Prospect Lefferts Gardens-Wingate_1113', 'East Flatbush-Farragut_1127', 'East Flatbush-Rugby_1140', 'East Flatbush-Remsen Village_1149', 'Brownsville_1154', 'East Flatbush-Rugby_1171', 'Canarsie_1176', 'Canarsie_1177', 'Canarsie_1199', 'East New York (North)_1235', 'Cypress Hills_1251', 'Cypress Hills_1253', 'Oakwood-Richmondtown_1310', 'Oakwood-Richmondtown_1315', 'Port Richmond_1316', 'Great Kills-Eltingville_1318', 'Great Kills-Eltingville_1321', 'Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights_1335', 'Westerleigh-Castleton Corners_1338', 'Port Richmond_1353', 'New Springville-Willowbrook-Bulls Head-Travis_1358', 'Grasmere-Arrochar-South Beach-Dongan Hills_1377', 'Ozone Park (North)_1410', 'Ozone Park (North)_1412', 'South Ozone Park_1450', 'Richmond Hill_1469', 'Richmond Hill_1479', 'South Ozone Park_1503', 'South Ozone Park_1508', 'Sunnyside_1522', 'Elmhurst_1574', 'Jamaica Hills-Briarwood_1660', 'Hollis_1700', 'Rosedale_1797', 'Breezy Point-Belle Harbor-Rockaway Park-Broad Channel_1882', 'Rockaway Beach-Arverne-Edgemere_1896', 'Far Rockaway-Bayswater_1906', 'Far Rockaway-Bayswater_1908', 'Bayside_1924', 'East Flushing_1946', 'West Farms_1997', 'University Heights (South)-Morris Heights_2002', 'Washington Heights (North)_2115', 'Riverdale-Spuyten Duyvil_2246', 'Murray Hill-Broadway Flushing_2269', 'Sheepshead Bay-Manhattan Beach-Gerritsen Beach_2305']"
Douglaston-Little Neck_2059,"['Alley Pond Park_1971', 'Bayside_1984', 'Douglaston-Little Neck_1985', 'Douglaston-Little Neck_1986', 'Bayside_2058']","['Williamsbridge-Olinville_11', 'Harlem (North)_196', 'Harlem (North)_213', 'Soundview-Clason Point_244', 'Mott Haven-Port Morris_256', 'Hunts Point_302', 'Crotona Park East_328', 'Claremont Park_341', 'Morrisania_353', 'Highbridge_365', 'Mount Hope_383', 'Mount Eden-Claremont (West)_388', 'Mount Hope_390', 'Mount Hope_392', 'University Heights (North)-Fordham_412', 'Riverdale-Spuyten Duyvil_439', 'Eastchester-Edenwald-Baychester_549', 'Bay Ridge_649', 'Borough Park_720', 'Lincoln Terrace Park_834', 'Mapleton-Midwood (West)_926', 'Sheepshead Bay-Manhattan Beach-Gerritsen Beach_1027', 'McGuire Fields_1072', 'Flatbush_1091', 'East Flatbush-Farragut_1098', 'East Flatbush-Farragut_1103', 'Brownsville_1165', 'East Flatbush-Remsen Village_1168', 'Flatlands_1174', 'Canarsie_1188', 'Canarsie Park & Pier_1210', 'Shirley Chisholm State Park_1219', 'Spring Creek-Starrett City_1220', 'East New York (North)_1240', 'East New York (North)_1243', 'East New York (North)_1244', 'East New York-City Line_1262', 'East New York-City Line_1268', 'East New York-City Line_1272', 'St. George-New Brighton_1275', 'West New Brighton-Silver Lake-Grymes Hill_1290', 'West New Brighton-Silver Lake-Grymes Hill_1298', ""Annadale-Huguenot-Prince's Bay-Woodrow_1326"", 'Arden Heights-Rossville_1329', ""Annadale-Huguenot-Prince's Bay-Woodrow_1333"", ""Annadale-Huguenot-Prince's Bay-Woodrow_1342"", 'Claremont Village-Claremont (East)_1351', 'Westerleigh-Castleton Corners_1355', 'Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights_1384', 'South Ozone Park_1442', 'Astoria (North)-Ditmars-Steinway_1443', 'Richmond Hill_1473', 'St. Albans_1639', 'Elmhurst_1664', 'Elmhurst_1670', 'Ridgewood_1724', 'Queens Village_1749', 'Glendale_1783', 'Forest Hills_1825', 'Flushing-Willets Point_1847', 'South Ozone Park_1857', 'Jacob Riis Park-Fort Tilden-Breezy Point Tip_1873', 'Rockaway Community Park_1897', 'Fort Totten_1905', 'Far Rockaway-Bayswater_1912', 'Whitestone-Beechhurst_1916', 'Murray Hill-Broadway Flushing_1918', 'Murray Hill-Broadway Flushing_1919', 'Breezy Point-Belle Harbor-Rockaway Park-Broad Channel_1920', 'Murray Hill-Broadway Flushing_1928', 'East Flushing_1944', 'Cunningham Park_1959', 'University Heights (South)-Morris Heights_2001', 'Bath Beach_2044', 'St. Albans_2071', 'St. Albans_2072', 'Prospect Lefferts Gardens-Wingate_2086', 'Highbridge_2096', 'Parkchester_2105', 'Springfield Gardens (South)-Brookville_2163', 'Hunts Point_2172', ""Mariner's Harbor-Arlington-Graniteville_2185"", 'Whitestone-Beechhurst_2220', 'Gravesend (West)_2227', 'Kew Gardens_2271', 'Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights_2324']"
Kew Gardens Hills_2060,"['Flushing Meadows-Corona Park_1627', 'Kew Gardens Hills_1835', 'Kew Gardens Hills_1839', 'Kew Gardens Hills_1840', 'Kew Gardens Hills_1841', 'Mount Hebron & Cedar Grove Cemeteries_1845', 'Queensboro Hill_1848', 'Queensboro Hill_1849', 'Queensboro Hill_1850', 'Queensboro Hill_1853', 'Kissena Park_1951', 'Queensboro Hill_1952', 'Pomonok-Electchester-Hillcrest_1954', 'Pomonok-Electchester-Hillcrest_1955', 'Pomonok-Electchester-Hillcrest_2061']","['New Springville-Willowbrook-Bulls Head-Travis_1356', 'Great Kills Park_1383', 'Queensboro Hill_1850']"
Pomonok-Electchester-Hillcrest_2061,"['Kew Gardens Hills_1837', 'Kew Gardens Hills_1839', 'Kew Gardens Hills_1840', 'Kew Gardens Hills_1841', 'Queensboro Hill_1850', 'Queensboro Hill_1853', 'Kissena Park_1951', 'Queensboro Hill_1952', 'Fresh Meadows-Utopia_1953', 'Pomonok-Electchester-Hillcrest_1954', 'Pomonok-Electchester-Hillcrest_1955', 'Pomonok-Electchester-Hillcrest_1956', 'Kew Gardens Hills_2060', 'Pomonok-Electchester-Hillcrest_2062']",[]
Pomonok-Electchester-Hillcrest_2062,"['Jamaica Hills-Briarwood_1547', 'Jamaica Hills-Briarwood_1548', 'Jamaica Hills-Briarwood_1661', 'Kew Gardens Hills_1837', 'Kew Gardens Hills_1838', 'Kew Gardens Hills_1839', 'Kew Gardens Hills_1840', 'Kew Gardens Hills_1841', 'Fresh Meadows-Utopia_1953', 'Pomonok-Electchester-Hillcrest_1954', 'Pomonok-Electchester-Hillcrest_1955', 'Pomonok-Electchester-Hillcrest_1956', 'Pomonok-Electchester-Hillcrest_1958', 'Pomonok-Electchester-Hillcrest_2061', 'Pomonok-Electchester-Hillcrest_2063']",[]
Pomonok-Electchester-Hillcrest_2063,"['Jamaica Estates-Holliswood_1297', 'Jamaica Hills-Briarwood_1547', 'Jamaica Hills-Briarwood_1548', 'Jamaica Hills-Briarwood_1549', 'Jamaica Hills-Briarwood_1660', 'Jamaica Hills-Briarwood_1661', 'Jamaica Hills-Briarwood_1663', 'Jamaica Estates-Holliswood_1668', 'Kew Gardens Hills_1837', 'Kew Gardens Hills_1838', 'Pomonok-Electchester-Hillcrest_1956', 'Pomonok-Electchester-Hillcrest_1957', 'Pomonok-Electchester-Hillcrest_1958', 'Fresh Meadows-Utopia_1964', 'Fresh Meadows-Utopia_1965', 'Pomonok-Electchester-Hillcrest_2062', 'Jamaica Hills-Briarwood_2074', 'Jamaica Hills-Briarwood_2075', 'Jamaica Estates-Holliswood_2099']",[]
Bayside_2064,"['Cunningham Park_1959', 'Oakland Gardens-Hollis Hills_1968', 'Oakland Gardens-Hollis Hills_1969', 'Bayside_1970', 'Alley Pond Park_1971', 'Bayside_1972', 'Bayside_1977', 'Bayside_1978', 'Bayside_2065']",[]
Bayside_2065,"['Bayside_1970', 'Bayside_1972', 'Auburndale_1973', 'Auburndale_1974', 'Auburndale_1976', 'Bayside_1977', 'Bayside_1978', 'Auburndale_1979', 'Auburndale_1980', 'Auburndale_1982', 'Bayside_1983', 'Bayside_1984', 'Bayside_2064']","['Castle Hill-Unionport_259', 'Midwood_319', 'Mott Haven-Port Morris_330', 'Bay Ridge_583', 'Mapleton-Midwood (West)_917', 'Midwood_1085', 'Midwood_1087', 'East New York-City Line_1269', 'South Richmond Hill_1455', 'Baisley Park_1517', 'South Jamaica_1529', 'Elmhurst_1575', 'Elmhurst_1682', 'Maspeth_1688', 'Hollis_1695', 'Queens Village_1738', 'Cambria Heights_1764', 'Middle Village_1801', 'East Flushing_1945', 'East Flushing_1947', 'Bellerose_1963', 'Fresh Meadows-Utopia_1964', 'Jamaica Hills-Briarwood_2074', 'Middle Village_2164', 'Greenpoint_2193', 'Middle Village_2215', 'Claremont Village-Claremont (East)_2247', 'Whitestone-Beechhurst_2307']"
Glen Oaks-Floral Park-New Hyde Park_2066,"['Glen Oaks-Floral Park-New Hyde Park_1990', 'Glen Oaks-Floral Park-New Hyde Park_1991', 'Glen Oaks-Floral Park-New Hyde Park_1992', 'Glen Oaks-Floral Park-New Hyde Park_1996', 'Glen Oaks-Floral Park-New Hyde Park_2067']",[]
Glen Oaks-Floral Park-New Hyde Park_2067,"['Bellerose_1994', 'Glen Oaks-Floral Park-New Hyde Park_1996', 'Bellerose_2039', 'Glen Oaks-Floral Park-New Hyde Park_2066']",[]
Long Island City-Hunters Point_2068,"['Long Island City-Hunters Point_1391', 'Long Island City-Hunters Point_1398', 'Long Island City-Hunters Point_1399', 'Queensbridge-Ravenswood-Dutch Kills_1403', 'Queensbridge-Ravenswood-Dutch Kills_1407', 'Queensbridge-Ravenswood-Dutch Kills_1409', 'Queensbridge-Ravenswood-Dutch Kills_1439', 'Sunnyside Yards (South)_1504', 'Sunnyside Yards (North)_1505', 'Sunnyside_1511', 'Sunnyside_1533', 'Queensbridge-Ravenswood-Dutch Kills_2069', 'Long Island City-Hunters Point_2257']",[]
Queensbridge-Ravenswood-Dutch Kills_2069,"['Long Island City-Hunters Point_1391', 'Long Island City-Hunters Point_1398', 'Long Island City-Hunters Point_1399', 'Queensbridge-Ravenswood-Dutch Kills_1403', 'Queensbridge-Ravenswood-Dutch Kills_1407', 'Queensbridge-Ravenswood-Dutch Kills_1409', 'Queensbridge-Ravenswood-Dutch Kills_1413', 'Queensbridge-Ravenswood-Dutch Kills_1417', 'Queensbridge-Ravenswood-Dutch Kills_1422', 'Queensbridge-Ravenswood-Dutch Kills_1425', 'Queensbridge-Ravenswood-Dutch Kills_1439', 'Sunnyside Yards (South)_1504', 'Sunnyside Yards (North)_1505', 'Sunnyside_1511', 'Long Island City-Hunters Point_2068', 'Long Island City-Hunters Point_2257']",[]
St. Albans_2070,"['South Jamaica_1568', 'South Jamaica_1569', 'Baisley Park_1586', 'Baisley Park_1588', 'St. Albans_1616', 'St. Albans_1618', 'St. Albans_1629', 'St. Albans_1630', 'St. Albans_1633', 'St. Albans_1636', 'St. Albans_1639', 'South Jamaica_1648', 'Jamaica_1657', 'St. Albans_1713', 'St. Albans_1714', 'St. Albans_2071', 'St. Albans_2072', 'St. Albans_2073']",[]
St. Albans_2071,"['South Jamaica_1561', 'South Jamaica_1564', 'South Jamaica_1568', 'South Jamaica_1569', 'Baisley Park_1581', 'Baisley Park_1584', 'Baisley Park_1586', 'St. Albans_1636', 'St. Albans_1639', 'South Jamaica_1648', 'South Jamaica_1654', 'Jamaica_1657', 'St. Albans_2070', 'St. Albans_2072', 'St. Albans_2073']","['Williamsbridge-Olinville_11', 'Harlem (North)_196', 'Harlem (North)_213', 'Soundview-Clason Point_244', 'Mott Haven-Port Morris_256', 'Hunts Point_302', 'Claremont Park_341', 'Highbridge_365', 'Mount Hope_383', 'Mount Eden-Claremont (West)_388', 'Mount Hope_390', 'Mount Hope_392', 'University Heights (North)-Fordham_412', 'Riverdale-Spuyten Duyvil_439', 'Eastchester-Edenwald-Baychester_549', 'Bay Ridge_649', 'Borough Park_720', 'Lincoln Terrace Park_834', 'Mapleton-Midwood (West)_926', 'Sheepshead Bay-Manhattan Beach-Gerritsen Beach_1027', 'McGuire Fields_1072', 'Flatbush_1091', 'East Flatbush-Farragut_1098', 'East Flatbush-Farragut_1103', 'East Flatbush-Remsen Village_1168', 'Flatlands_1174', 'Canarsie_1188', 'Canarsie Park & Pier_1210', 'Shirley Chisholm State Park_1219', 'Spring Creek-Starrett City_1220', 'East New York (North)_1240', 'East New York (North)_1243', 'East New York (North)_1244', 'East New York-City Line_1262', 'East New York-City Line_1268', 'East New York-City Line_1272', 'St. George-New Brighton_1275', 'West New Brighton-Silver Lake-Grymes Hill_1290', 'West New Brighton-Silver Lake-Grymes Hill_1298', ""Annadale-Huguenot-Prince's Bay-Woodrow_1326"", 'Arden Heights-Rossville_1329', ""Annadale-Huguenot-Prince's Bay-Woodrow_1333"", 'Claremont Village-Claremont (East)_1351', 'Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights_1384', 'South Ozone Park_1442', 'Astoria (North)-Ditmars-Steinway_1443', 'Richmond Hill_1473', 'St. Albans_1639', 'Elmhurst_1664', 'Elmhurst_1670', 'Ridgewood_1724', 'Queens Village_1749', 'Glendale_1783', 'Forest Hills_1825', 'Flushing-Willets Point_1847', 'South Ozone Park_1857', 'Jacob Riis Park-Fort Tilden-Breezy Point Tip_1873', 'Rockaway Community Park_1897', 'Fort Totten_1905', 'Far Rockaway-Bayswater_1912', 'Whitestone-Beechhurst_1916', 'Murray Hill-Broadway Flushing_1918', 'Murray Hill-Broadway Flushing_1919', 'Breezy Point-Belle Harbor-Rockaway Park-Broad Channel_1920', 'Murray Hill-Broadway Flushing_1928', 'East Flushing_1944', 'Cunningham Park_1959', 'University Heights (South)-Morris Heights_2001', 'Bath Beach_2044', 'Douglaston-Little Neck_2059', 'St. Albans_2072', 'Prospect Lefferts Gardens-Wingate_2086', 'Highbridge_2096', 'Parkchester_2105', 'Springfield Gardens (South)-Brookville_2163', 'Hunts Point_2172', ""Mariner's Harbor-Arlington-Graniteville_2185"", 'Whitestone-Beechhurst_2220', 'Kew Gardens_2271', 'Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights_2324']"
St. Albans_2072,"['South Jamaica_1569', 'Baisley Park_1584', 'Baisley Park_1586', 'Baisley Park_1588', 'Baisley Park_1590', 'Springfield Gardens (North)-Rochdale Village_1603', 'St. Albans_1616', 'St. Albans_1618', 'St. Albans_1629', 'St. Albans_1630', 'St. Albans_1633', 'St. Albans_1636', 'St. Albans_1713', 'St. Albans_1714', 'St. Albans_2070', 'St. Albans_2071', 'St. Albans_2073']","['Williamsbridge-Olinville_11', 'Harlem (North)_196', 'Harlem (North)_213', 'Soundview-Clason Point_244', 'Mott Haven-Port Morris_256', 'Hunts Point_302', 'Claremont Park_341', 'Highbridge_365', 'Mount Hope_383', 'Mount Eden-Claremont (West)_388', 'Mount Hope_390', 'Mount Hope_392', 'University Heights (North)-Fordham_412', 'Riverdale-Spuyten Duyvil_439', 'Eastchester-Edenwald-Baychester_549', 'Bay Ridge_649', 'Borough Park_720', 'Lincoln Terrace Park_834', 'Mapleton-Midwood (West)_926', 'Sheepshead Bay-Manhattan Beach-Gerritsen Beach_1027', 'McGuire Fields_1072', 'Flatbush_1091', 'East Flatbush-Farragut_1098', 'East Flatbush-Farragut_1103', 'East Flatbush-Remsen Village_1168', 'Flatlands_1174', 'Canarsie_1188', 'Canarsie Park & Pier_1210', 'Shirley Chisholm State Park_1219', 'Spring Creek-Starrett City_1220', 'East New York (North)_1240', 'East New York (North)_1243', 'East New York (North)_1244', 'East New York-City Line_1262', 'East New York-City Line_1268', 'East New York-City Line_1272', 'St. George-New Brighton_1275', 'West New Brighton-Silver Lake-Grymes Hill_1290', 'West New Brighton-Silver Lake-Grymes Hill_1298', ""Annadale-Huguenot-Prince's Bay-Woodrow_1326"", 'Arden Heights-Rossville_1329', ""Annadale-Huguenot-Prince's Bay-Woodrow_1333"", 'Claremont Village-Claremont (East)_1351', 'Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights_1384', 'South Ozone Park_1442', 'Astoria (North)-Ditmars-Steinway_1443', 'Richmond Hill_1473', 'St. Albans_1639', 'Elmhurst_1664', 'Elmhurst_1670', 'Ridgewood_1724', 'Queens Village_1749', 'Glendale_1783', 'Forest Hills_1825', 'Flushing-Willets Point_1847', 'South Ozone Park_1857', 'Jacob Riis Park-Fort Tilden-Breezy Point Tip_1873', 'Rockaway Community Park_1897', 'Fort Totten_1905', 'Far Rockaway-Bayswater_1912', 'Whitestone-Beechhurst_1916', 'Murray Hill-Broadway Flushing_1918', 'Murray Hill-Broadway Flushing_1919', 'Breezy Point-Belle Harbor-Rockaway Park-Broad Channel_1920', 'Murray Hill-Broadway Flushing_1928', 'East Flushing_1944', 'Cunningham Park_1959', 'University Heights (South)-Morris Heights_2001', 'Bath Beach_2044', 'Douglaston-Little Neck_2059', 'St. Albans_2071', 'Prospect Lefferts Gardens-Wingate_2086', 'Highbridge_2096', 'Parkchester_2105', 'Springfield Gardens (South)-Brookville_2163', 'Hunts Point_2172', ""Mariner's Harbor-Arlington-Graniteville_2185"", 'Whitestone-Beechhurst_2220', 'Kew Gardens_2271', 'Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights_2324']"
St. Albans_2073,"['South Jamaica_1564', 'South Jamaica_1568', 'South Jamaica_1569', 'Baisley Park_1581', 'Baisley Park_1584', 'Baisley Park_1586', 'Baisley Park_1588', 'Baisley Park_1590', 'St. Albans_1616', 'St. Albans_1630', 'St. Albans_1633', 'St. Albans_1636', 'South Jamaica_1648', 'St. Albans_2070', 'St. Albans_2071', 'St. Albans_2072']",[]
Jamaica Hills-Briarwood_2074,"['Jamaica Estates-Holliswood_1297', 'Jamaica Hills-Briarwood_1547', 'Jamaica Hills-Briarwood_1548', 'Jamaica_1552', 'Jamaica_1658', 'Jamaica_1659', 'Jamaica Hills-Briarwood_1660', 'Jamaica Hills-Briarwood_1661', 'Jamaica Hills-Briarwood_1663', 'Jamaica_1666', 'Jamaica Estates-Holliswood_1668', 'Kew Gardens Hills_1838', 'Pomonok-Electchester-Hillcrest_1958', 'Pomonok-Electchester-Hillcrest_2063', 'Jamaica Hills-Briarwood_2075']","['Castle Hill-Unionport_259', 'Midwood_319', 'Mott Haven-Port Morris_330', 'Bay Ridge_583', 'Mapleton-Midwood (West)_917', 'Midwood_1085', 'Midwood_1087', 'East New York-City Line_1269', 'South Richmond Hill_1455', 'Baisley Park_1517', 'South Jamaica_1529', 'Elmhurst_1575', 'Elmhurst_1682', 'Maspeth_1688', 'Hollis_1695', 'Queens Village_1738', 'Cambria Heights_1764', 'Middle Village_1801', 'East Flushing_1945', 'East Flushing_1947', 'Bellerose_1963', 'Fresh Meadows-Utopia_1964', 'Bayside_2065', 'Middle Village_2164', 'Greenpoint_2193', 'Middle Village_2215', 'Claremont Village-Claremont (East)_2247', 'Whitestone-Beechhurst_2307']"
Jamaica Hills-Briarwood_2075,"['Jamaica Estates-Holliswood_1297', 'Jamaica_1307', 'Jamaica_1657', 'Jamaica_1658', 'Jamaica_1659', 'Jamaica Hills-Briarwood_1660', 'Jamaica Hills-Briarwood_1661', 'Jamaica Hills-Briarwood_1663', 'Jamaica_1666', 'Jamaica Estates-Holliswood_1668', 'Pomonok-Electchester-Hillcrest_1958', 'Pomonok-Electchester-Hillcrest_2063', 'Jamaica Hills-Briarwood_2074', 'Jamaica Estates-Holliswood_2323']",[]
Astoria (Central)_2076,"['Queensbridge-Ravenswood-Dutch Kills_1409', 'Queensbridge-Ravenswood-Dutch Kills_1418', 'Queensbridge-Ravenswood-Dutch Kills_1420', 'Queensbridge-Ravenswood-Dutch Kills_1422', 'Astoria (Central)_1424', 'Queensbridge-Ravenswood-Dutch Kills_1425', 'Astoria (Central)_1426', 'Astoria (Central)_1428', 'Astoria (Central)_1433', 'Astoria (Central)_1434', 'Old Astoria-Hallets Point_1435', 'Old Astoria-Hallets Point_1436', 'Astoria (East)-Woodside (North)_1486', 'Astoria (East)-Woodside (North)_1490', 'Astoria (East)-Woodside (North)_1492', 'Astoria (East)-Woodside (North)_1494', 'Astoria (East)-Woodside (North)_1497', 'Sunnyside Yards (North)_1505', 'Astoria (Central)_2077']",[]
